num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6364,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,,,,,Derrape
6365,2023,1,18,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Villa Nueva,12,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Choque
6366,2023,1,18,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Villa Nueva,12,Hombre,,,,,,Mayor,Automóvil,Honda,Rojo,,,Choque
6367,2023,1,10,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,12,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Colisión
6368,2023,1,10,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
6369,2023,1,23,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Colisión
6370,2023,1,23,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
6371,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Amatitlán,,Hombre,,,,,No Ebrio,Mayor,Camioneta,Kia,Gris,2005,2000-2009,Colisión
6372,2023,1,8,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Villa Nueva,2,Hombre,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Automóvil,,,,,Colisión
6373,2023,1,8,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Villa Nueva,2,Hombre,17,15-19,15-19,15 - 19,No Ebrio,Menor,Motocicleta,Suzuki,Negro,,,Colisión
6374,2023,1,16,12:00 a 17:59,12,Tarde,Julio,Sábado,Guatemala,Villa Canales,,Hombre,76,75-79,60 y más,75 - 79,,Mayor,Automóvil,,,,,Colisión
6375,2023,1,16,12:00 a 17:59,12,Tarde,Julio,Sábado,Guatemala,Villa Canales,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Automóvil,,,,,Colisión
6376,2023,1,20,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Amatitlán,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Automóvil,Chevrolet,Rojo,,,Colisión
6377,2023,1,20,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Amatitlán,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,,Negro,,,Colisión
6378,2023,1,21,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Villa Canales,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Colisión
6379,2023,1,21,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Villa Canales,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Automóvil,,,,,Colisión
6380,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Mixco,11,Hombre,23,20-24,20-24,20 - 24,No Ebrio,Mayor,Automóvil,Honda,Blanco,1996,1990-1999,Colisión
6381,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Mixco,11,Hombre,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Italika,Rojo,2011,2010-2019,Colisión
6382,2023,1,21,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Mixco,4,Hombre,45,45-49,45-49,45 - 49,,Mayor,Automóvil,Hyundai,Blanco,2015,2010-2019,Colisión
6383,2023,1,21,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Mixco,4,Hombre,31,30-34,30-34,30 - 34,,Mayor,Automóvil,Mazda,Blanco,2014,2010-2019,Colisión
6384,2023,1,9,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Mixco,4,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Colisión
6385,2023,1,9,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Mixco,4,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
6386,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Jutiapa,Pasaco,,Hombre,26,25-29,25-29,25 - 29,No Ebrio,Mayor,Camión,Isuzu,Blanco,,,Colisión
6387,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Jutiapa,Pasaco,,Mujer,48,45-49,45-49,45 - 49,No Ebrio,Mayor,Automóvil,Hyundai,Gris,,,Colisión
6388,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Zacapa,Usumatlán,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,Italika,Azul,,,Colisión
6389,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Zacapa,Usumatlán,,Hombre,17,15-19,15-19,15 - 19,,Menor,Motocicleta,Italika,Negro,,,Colisión
6390,2023,1,13,12:00 a 17:59,12,Tarde,Julio,Sábado,Escuintla,Santa Lucía Cotzumalguapa,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Camioneta,Toyota,Blanco,1996,1990-1999,Colisión
6391,2023,1,13,12:00 a 17:59,12,Tarde,Julio,Sábado,Escuintla,Santa Lucía Cotzumalguapa,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
6392,2023,1,16,12:00 a 17:59,12,Tarde,Julio,Sábado,Santa Rosa,San Rafael las Flores,,Hombre,32,30-34,30-34,30 - 34,No Ebrio,Mayor,Automóvil,Hyundai,Negro,,,Colisión
6393,2023,1,16,12:00 a 17:59,12,Tarde,Julio,Sábado,Santa Rosa,San Rafael las Flores,,Hombre,14,Menor de 15,Menor de 15,10 - 14,No Ebrio,Menor,Motocicleta,,Rojo,,,Colisión
6394,2023,1,3,00:00 a 05:59,0,Mañana,Julio,Sábado,Santa Rosa,Nueva Santa Rosa,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Pick up,Toyota,Blanco,,,Colisión
6395,2023,1,3,00:00 a 05:59,0,Mañana,Julio,Sábado,Santa Rosa,Nueva Santa Rosa,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Motocicleta,X-bow KRM,Gris,,,Colisión
6396,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Suchitepéquez,Cuyotenango,,Hombre,,,,,No Ebrio,Mayor,Automóvil,Honda,Blanco,,,Colisión
6397,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Suchitepéquez,Cuyotenango,,Hombre,,,,,No Ebrio,Mayor,Motocicleta,Freedom,Gris,,,Colisión
6398,2023,1,6,06:00 a 11:59,6,Mañana,Julio,Sábado,San Marcos,Ayutla,,Hombre,,,,,,Mayor,Motocicleta,,Verde,,,Choque
6399,2023,1,21,18:00 a 23:59,18,Noche,Julio,Sábado,Alta Verapaz,San Cristóbal Verapaz,,Hombre,,,,,,Mayor,Pick up,Toyota,Azul,,,Choque
6400,2023,1,14,12:00 a 17:59,12,Tarde,Julio,Sábado,Alta Verapaz,San Pedro Carchá,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Honda,Negro,,,Colisión
6401,2023,1,14,12:00 a 17:59,12,Tarde,Julio,Sábado,Alta Verapaz,San Pedro Carchá,,Hombre,,,,,,Mayor,Camión,Hino,Rojo,,,Colisión
6402,2023,1,11,06:00 a 11:59,6,Mañana,Julio,Sábado,Izabal,Los Amates,,Hombre,26,25-29,25-29,25 - 29,No Ebrio,Mayor,Camión,Freightliner,Blanco,,,Colisión
6403,2023,1,11,06:00 a 11:59,6,Mañana,Julio,Sábado,Izabal,Los Amates,,Hombre,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Camión,Freightliner,,,,Colisión
6404,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Izabal,Morales,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Automóvil,Mazda,Beige,,,Colisión
6405,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Izabal,Morales,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
6406,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Petén,Santa Ana,,Hombre,52,50-54,50-54,50 - 54,No Ebrio,Mayor,Camioneta,Toyota,Café,,,Colisión
6407,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Petén,Santa Ana,,Hombre,52,50-54,50-54,50 - 54,No Ebrio,Mayor,Camión,Hyundai,Blanco,,,Colisión
6408,2023,1,2,00:00 a 05:59,0,Mañana,Julio,Sábado,Sololá,Sololá,2,Hombre,25,25-29,25-29,25 - 29,No Ebrio,Mayor,Camioneta,Honda,,2003,2000-2009,Colisión
6409,2023,1,2,00:00 a 05:59,0,Mañana,Julio,Sábado,Sololá,Sololá,2,Hombre,42,40-44,40-44,40 - 44,No Ebrio,Mayor,Panel,Toyota,,,,Colisión
6410,2023,2,11,06:00 a 11:59,6,Mañana,Julio,Domingo,Guatemala,San Pedro Ayampuc,,Hombre,56,55-59,55-59,55 - 59,No Ebrio,Mayor,Motocicleta,Asia Hero,Rojo,2017,2010-2019,Derrape
6411,2023,2,1,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,San José Pinula,,Hombre,28,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Asia Hero,Blanco,2021,2020-2029,Colisión
6412,2023,2,1,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,San José Pinula,,Hombre,,,,,No Ebrio,Mayor,Motocicleta,,Gris,,,Colisión
6413,2023,2,14,12:00 a 17:59,12,Tarde,Julio,Domingo,Guatemala,Guatemala,14,Hombre,19,15-19,15-19,15 - 19,,Mayor,Automóvil,Kia,Café,2014,2010-2019,Colisión
6414,2023,2,14,12:00 a 17:59,12,Tarde,Julio,Domingo,Guatemala,Guatemala,14,Hombre,,,,,,Mayor,Motocicleta,Yamaha,Azul,2022,2020-2029,Colisión
6415,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,San José Pinula,1,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
6416,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,San José Pinula,1,Hombre,,,,,,Mayor,Motocicleta,Asia Hero,Negro,2021,2020-2029,Colisión
6417,2023,2,10,06:00 a 11:59,6,Mañana,Julio,Domingo,Guatemala,Guatemala,12,Hombre,53,50-54,50-54,50 - 54,,Mayor,Automóvil,Toyota,Blanco,2009,2000-2009,Colisión
6418,2023,2,10,06:00 a 11:59,6,Mañana,Julio,Domingo,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
6419,2023,2,13,12:00 a 17:59,12,Tarde,Julio,Domingo,Guatemala,Guatemala,7,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Asia Hero,Rojo,,,Derrape
6420,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,Petapa,7,Mujer,28,25-29,25-29,25 - 29,No Ebrio,Mayor,Camioneta,Honda,Blanco,,,Choque
6421,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,Petapa,7,Hombre,,,,,No Ebrio,Mayor,,,,,,Choque
6422,2023,2,1,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,Villa Nueva,4,Mujer,38,35-39,35-39,35 - 39,No Ebrio,Mayor,Motocicleta,,,,,Derrape
6423,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Guatemala,Mixco,2,Hombre,29,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Bajaj,Rojo,,,Derrape
6424,2023,2,18,18:00 a 23:59,18,Noche,Julio,Domingo,Jutiapa,Comapa,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Yamaha,Negro,,,Colisión
6425,2023,2,18,18:00 a 23:59,18,Noche,Julio,Domingo,Jutiapa,Comapa,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Asia Hero,Negro,,,Colisión
6426,2023,2,19,18:00 a 23:59,18,Noche,Julio,Domingo,Jalapa,Jalapa,,Hombre,12,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,,,,,Colisión
6427,2023,2,19,18:00 a 23:59,18,Noche,Julio,Domingo,Jalapa,Jalapa,,Hombre,15,15-19,15-19,15 - 19,,Menor,Motocicleta,,,,,Colisión
6428,2023,2,2,00:00 a 05:59,0,Mañana,Julio,Domingo,Chiquimula,Chiquimula,,Hombre,34,30-34,30-34,30 - 34,,Mayor,Automóvil,Toyota,Verde,,,Colisión
6429,2023,2,2,00:00 a 05:59,0,Mañana,Julio,Domingo,Chiquimula,Chiquimula,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
6430,2023,2,23,18:00 a 23:59,18,Noche,Julio,Domingo,Santa Rosa,Chiquimulilla,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Negro,,,Choque
6431,2023,2,9,06:00 a 11:59,6,Mañana,Julio,Domingo,Quetzaltenango,El Palmar,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Camión,Hino,Blanco,2016,2010-2019,Embarrancó
6432,2023,2,23,18:00 a 23:59,18,Noche,Julio,Domingo,Quetzaltenango,Quetzaltenango,1,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Yamaha,Azul,,,Choque
6433,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Baja Verapaz,San Jerónimo,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Derrape
6434,2023,2,16,12:00 a 17:59,12,Tarde,Julio,Domingo,El Progreso,Morazán,,Hombre,,,,,,Mayor,Bus urbano,Mercedes Benz,,,,Colisión
6435,2023,2,16,12:00 a 17:59,12,Tarde,Julio,Domingo,El Progreso,Morazán,,Hombre,,,,,,Mayor,Bus urbano,Hyundai,Beige,,,Colisión
6436,2023,2,20,18:00 a 23:59,18,Noche,Julio,Domingo,El Progreso,San Agustín Acasaguastlán,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Camioneta,Toyota,Blanco,,,Colisión
6437,2023,2,20,18:00 a 23:59,18,Noche,Julio,Domingo,El Progreso,San Agustín Acasaguastlán,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Blanco,,,Colisión
6438,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Petén,Poptún,,Hombre,34,30-34,30-34,30 - 34,No Ebrio,Mayor,Camioneta,Toyota,Blanco,2002,2000-2009,Colisión
6439,2023,2,0,00:00 a 05:59,0,Mañana,Julio,Domingo,Petén,Poptún,,Hombre,34,30-34,30-34,30 - 34,No Ebrio,Mayor,Camioneta,Toyota,,2001,2000-2009,Colisión
6440,2023,2,9,06:00 a 11:59,6,Mañana,Julio,Domingo,Chimaltenango,Tecpán Guatemala,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Automóvil,Mitsubishi,Gris,2011,2010-2019,Colisión
6441,2023,2,9,06:00 a 11:59,6,Mañana,Julio,Domingo,Chimaltenango,Tecpán Guatemala,,Hombre,,,,,,Mayor,Motocicleta,Yamaha,Gris,2022,2020-2029,Colisión
6442,2023,2,9,06:00 a 11:59,6,Mañana,Julio,Domingo,Chimaltenango,Tecpán Guatemala,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Yamaha,Azul,2020,2020-2029,Colisión
6443,2023,2,8,06:00 a 11:59,6,Mañana,Julio,Domingo,Sacatepéquez,Antigua Guatemala,,Hombre,,,,,,Mayor,Bus urbano,,Amarillo,,,Vuelco
6444,2023,3,23,18:00 a 23:59,18,Noche,Julio,Lunes,Guatemala,Guatemala,9,Mujer,56,55-59,55-59,55 - 59,,Mayor,Camioneta,Mazda,Gris,2013,2010-2019,Colisión
6445,2023,3,23,18:00 a 23:59,18,Noche,Julio,Lunes,Guatemala,Guatemala,9,Mujer,66,65-69,60 y más,65 - 69,,Mayor,Camioneta,Subaru,Gris,2020,2020-2029,Colisión
6446,2023,3,3,00:00 a 05:59,0,Mañana,Julio,Lunes,Guatemala,Guatemala,11,Hombre,16,15-19,15-19,15 - 19,,Menor,Motocicleta,,,,,Derrape
6447,2023,3,8,06:00 a 11:59,6,Mañana,Julio,Lunes,Guatemala,Guatemala,7,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Asia Hero,Rojo,,,Derrape
6448,2023,3,14,12:00 a 17:59,12,Tarde,Julio,Lunes,Guatemala,Villa Nueva,,Mujer,17,15-19,15-19,15 - 19,,Menor,Automóvil,,Blanco,,,Colisión
6449,2023,3,14,12:00 a 17:59,12,Tarde,Julio,Lunes,Guatemala,Villa Nueva,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,,Negro,,,Colisión
6450,2023,3,5,00:00 a 05:59,0,Mañana,Julio,Lunes,Guatemala,Mixco,1,Hombre,,,,,,Mayor,Motocicleta,,,,,Choque
6451,2023,3,14,12:00 a 17:59,12,Tarde,Julio,Lunes,Escuintla,Escuintla,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Camión,Ford,Blanco,,,Choque
6452,2023,3,2,00:00 a 05:59,0,Mañana,Julio,Lunes,Santa Rosa,Chiquimulilla,,Hombre,35,35-39,35-39,35 - 39,,Mayor,Motocicleta,Bajaj,Negro,2015,2010-2019,Colisión
6453,2023,3,2,00:00 a 05:59,0,Mañana,Julio,Lunes,Santa Rosa,Chiquimulilla,,Hombre,67,65-69,60 y más,65 - 69,,Mayor,Cabezal,Freightliner,Blanco,,,Colisión
6454,2023,3,16,12:00 a 17:59,12,Tarde,Julio,Lunes,Quetzaltenango,La Esperanza,,Hombre,,,,,,Mayor,Camioneta,Toyota,Corinto,,,Choque
6455,2023,3,17,12:00 a 17:59,12,Tarde,Julio,Lunes,Huehuetenango,Huehuetenango,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Pick up,Toyota,Gris,1990,1990-1999,Colisión
6456,2023,3,17,12:00 a 17:59,12,Tarde,Julio,Lunes,Huehuetenango,Huehuetenango,,Hombre,16,15-19,15-19,15 - 19,,Menor,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisión
6457,2023,3,11,06:00 a 11:59,6,Mañana,Julio,Lunes,Totonicapán,San Francisco el Alto,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Camión,,,1995,1990-1999,Colisión
6458,2023,3,11,06:00 a 11:59,6,Mañana,Julio,Lunes,Totonicapán,San Francisco el Alto,,Hombre,47,45-49,45-49,45 - 49,,Mayor,Bus urbano,,,,,Colisión
6459,2023,3,0,00:00 a 05:59,0,Mañana,Julio,Lunes,Alta Verapaz,San Pedro Carchá,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Colisión
6460,2023,3,14,12:00 a 17:59,12,Tarde,Julio,Lunes,Baja Verapaz,Purulhá,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Camión,,,,,Colisión
6461,2023,3,14,12:00 a 17:59,12,Tarde,Julio,Lunes,Baja Verapaz,Purulhá,,Hombre,,,,,,Mayor,Moto taxi,,,,,Colisión
6462,2023,3,15,12:00 a 17:59,12,Tarde,Julio,Lunes,El Progreso,Sanarate,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Camión,,,,,Colisión
6463,2023,3,15,12:00 a 17:59,12,Tarde,Julio,Lunes,El Progreso,Sanarate,,Hombre,17,15-19,15-19,15 - 19,,Menor,Motocicleta,,,,,Colisión
6464,2023,3,7,06:00 a 11:59,6,Mañana,Julio,Lunes,Izabal,Morales,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Asia Hero,Rojo,,,Choque
6465,2023,3,16,12:00 a 17:59,12,Tarde,Julio,Lunes,Quiché,Santa Cruz del Quiché,,Hombre,34,30-34,30-34,30 - 34,,Mayor,Motocicleta,Bajaj,Negro,,,Derrape
6466,2023,3,23,18:00 a 23:59,18,Noche,Julio,Lunes,Izabal,Livingston,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Automóvil,,Azul,,,Colisión
6467,2023,3,23,18:00 a 23:59,18,Noche,Julio,Lunes,Izabal,Livingston,,Hombre,,,,,,Mayor,Camión,,Blanco,,,Colisión
6468,2023,4,18,18:00 a 23:59,18,Noche,Julio,Martes,Guatemala,Guatemala,16,Mujer,26,25-29,25-29,25 - 29,,Mayor,Automóvil,Toyota,Blanco,,,Derrape
6469,2023,4,12,12:00 a 17:59,12,Tarde,Julio,Martes,Jutiapa,Jutiapa,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Gris,2023,2020-2029,Colisión
6470,2023,4,12,12:00 a 17:59,12,Tarde,Julio,Martes,Jutiapa,Jutiapa,,Mujer,13,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,,Gris,2020,2020-2029,Colisión
6471,2023,4,11,06:00 a 11:59,6,Mañana,Julio,Martes,Zacapa,Río Hondo,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Cabezal,Freightliner,,1997,1990-1999,Colisión
6472,2023,4,11,06:00 a 11:59,6,Mañana,Julio,Martes,Zacapa,Río Hondo,,Hombre,46,45-49,45-49,45 - 49,,Mayor,Camioneta,Honda,Café,2003,2000-2009,Colisión
6473,2023,4,11,06:00 a 11:59,6,Mañana,Julio,Martes,Zacapa,Río Hondo,,Hombre,56,55-59,55-59,55 - 59,,Mayor,Pick up,Nissan,Negro,1991,1990-1999,Colisión
6474,2023,4,11,06:00 a 11:59,6,Mañana,Julio,Martes,Zacapa,Río Hondo,,Hombre,46,45-49,45-49,45 - 49,,Mayor,Camión,Kia,Blanco,,,Colisión
6475,2023,4,8,06:00 a 11:59,6,Mañana,Julio,Martes,Santa Rosa,Barberena,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Automóvil,Toyota,Gris,2004,2000-2009,Colisión
6476,2023,4,8,06:00 a 11:59,6,Mañana,Julio,Martes,Santa Rosa,Barberena,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Otros,Rojo,,,Colisión
6477,2023,4,10,06:00 a 11:59,6,Mañana,Julio,Martes,Quetzaltenango,Colomba,,Hombre,,,,,,Mayor,Bus urbano,,Blanco,,,Embarrancó
6478,2023,4,22,18:00 a 23:59,18,Noche,Julio,Martes,San Marcos,San Pedro Sacatepéquez,,Hombre,,,,,,Mayor,Pick up,,Rojo,,,Colisión
6479,2023,4,22,18:00 a 23:59,18,Noche,Julio,Martes,San Marcos,San Pedro Sacatepéquez,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
6480,2023,4,22,18:00 a 23:59,18,Noche,Julio,Martes,San Marcos,San Pedro Sacatepéquez,,Hombre,,,,,,Mayor,Microbús,,Gris,,,Colisión
6481,2023,4,15,12:00 a 17:59,12,Tarde,Julio,Martes,Huehuetenango,La Libertad,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Cuatrimoto,,Gris,,,Embarrancó
6482,2023,4,14,12:00 a 17:59,12,Tarde,Julio,Martes,Alta Verapaz,Chisec,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Bus urbano,Toyota,Blanco,2020,2020-2029,Colisión
6483,2023,4,14,12:00 a 17:59,12,Tarde,Julio,Martes,Alta Verapaz,Chisec,,Hombre,15,15-19,15-19,15 - 19,,Menor,Moto taxi,Bajaj,Rojo,,,Colisión
6484,2023,4,17,12:00 a 17:59,12,Tarde,Julio,Martes,Alta Verapaz,San Pedro Carchá,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Automóvil,Toyota,Azul,,,Colisión
6485,2023,4,17,12:00 a 17:59,12,Tarde,Julio,Martes,Alta Verapaz,San Pedro Carchá,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
6486,2023,4,1,00:00 a 05:59,0,Mañana,Julio,Martes,Izabal,Puerto Barrios,,Hombre,46,45-49,45-49,45 - 49,,Mayor,Cabezal,,Azul,,,Colisión
6487,2023,4,1,00:00 a 05:59,0,Mañana,Julio,Martes,Izabal,Puerto Barrios,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Cabezal,Freightliner,Rojo,1996,1990-1999,Colisión
6488,2023,5,17,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Guatemala,6,Hombre,31,30-34,30-34,30 - 34,,Mayor,Moto taxi,Bajaj,Rojo,,,Colisión
6489,2023,5,17,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Guatemala,6,Hombre,44,40-44,40-44,40 - 44,,Mayor,Moto taxi,Bajaj,Rojo,,,Colisión
6490,2023,5,7,06:00 a 11:59,6,Mañana,Julio,Miércoles,Guatemala,Santa Catarina Pinula,,Hombre,54,50-54,50-54,50 - 54,,Mayor,Automóvil,Volkswagen,Gris,2012,2010-2019,Colisión
6491,2023,5,7,06:00 a 11:59,6,Mañana,Julio,Miércoles,Guatemala,Santa Catarina Pinula,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,2020,2020-2029,Colisión
6492,2023,5,17,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Guatemala,10,Hombre,39,35-39,35-39,35 - 39,,Mayor,Bus urbano,Internacional,Verde,1998,1990-1999,Colisión
6493,2023,5,17,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Guatemala,10,Hombre,59,55-59,55-59,55 - 59,,Mayor,Camioneta,Kia,Verde,2010,2010-2019,Colisión
6494,2023,5,12,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Mixco,11,Hombre,50,50-54,50-54,50 - 54,,Mayor,Bus urbano,Mercedes Benz,Blanco,2008,2000-2009,Colisión
6495,2023,5,12,12:00 a 17:59,12,Tarde,Julio,Miércoles,Guatemala,Mixco,11,Hombre,35,35-39,35-39,35 - 39,,Mayor,Automóvil,Mitsubishi,Blanco,,,Colisión
6496,2023,5,14,12:00 a 17:59,12,Tarde,Julio,Miércoles,Jutiapa,Jerez,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Moto taxi,,Rojo,,,Vuelco
6497,2023,5,6,06:00 a 11:59,6,Mañana,Julio,Miércoles,Escuintla,Palín,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Azul,,,Derrape
6498,2023,5,21,18:00 a 23:59,18,Noche,Julio,Miércoles,Escuintla,Escuintla,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
6499,2023,5,21,18:00 a 23:59,18,Noche,Julio,Miércoles,Escuintla,Escuintla,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
6500,2023,5,21,18:00 a 23:59,18,Noche,Julio,Miércoles,Santa Rosa,Barberena,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Freedom,Negro,,,Colisión
6501,2023,5,2,00:00 a 05:59,0,Mañana,Julio,Miércoles,Retalhuleu,Santa Cruz Muluá,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Camión,Nissan,Blanco,,,Colisión
